1;MARY;SMITH;MARY.SMITH@sakilacustomer.org;1;5;1
2;PATRICIA;JOHNSON;PATRICIA.JOHNSON@sakilacustomer.org;1;6;1
3;LINDA;WILLIAMS;LINDA.WILLIAMS@sakilacustomer.org;1;7;1
4;BARBARA;JONES;BARBARA.JONES@sakilacustomer.org;1;8;2
5;ELIZABETH;BROWN;ELIZABETH.BROWN@sakilacustomer.org;1;9;1
6;JENNIFER;DAVIS;JENNIFER.DAVIS@sakilacustomer.org;1;10;2
7;MARIA;MILLER;MARIA.MILLER@sakilacustomer.org;1;11;1
8;SUSAN;WILSON;SUSAN.WILSON@sakilacustomer.org;1;12;2
9;MARGARET;MOORE;MARGARET.MOORE@sakilacustomer.org;1;13;2
10;DOROTHY;TAYLOR;DOROTHY.TAYLOR@sakilacustomer.org;1;14;1
11;LISA;ANDERSON;LISA.ANDERSON@sakilacustomer.org;1;15;2
12;NANCY;THOMAS;NANCY.THOMAS@sakilacustomer.org;1;16;1
13;KAREN;JACKSON;KAREN.JACKSON@sakilacustomer.org;1;17;2
14;BETTY;WHITE;BETTY.WHITE@sakilacustomer.org;1;18;2
15;HELEN;HARRIS;HELEN.HARRIS@sakilacustomer.org;1;19;1
16;SANDRA;MARTIN;SANDRA.MARTIN@sakilacustomer.org;0;20;2
17;DONNA;THOMPSON;DONNA.THOMPSON@sakilacustomer.org;1;21;1
18;CAROL;GARCIA;CAROL.GARCIA@sakilacustomer.org;1;22;2
19;RUTH;MARTINEZ;RUTH.MARTINEZ@sakilacustomer.org;1;23;1
20;SHARON;ROBINSON;SHARON.ROBINSON@sakilacustomer.org;1;24;2
21;MICHELLE;CLARK;MICHELLE.CLARK@sakilacustomer.org;1;25;1
22;LAURA;RODRIGUEZ;LAURA.RODRIGUEZ@sakilacustomer.org;1;26;1
23;SARAH;LEWIS;SARAH.LEWIS@sakilacustomer.org;1;27;2
24;KIMBERLY;LEE;KIMBERLY.LEE@sakilacustomer.org;1;28;2
25;DEBORAH;WALKER;DEBORAH.WALKER@sakilacustomer.org;1;29;1
26;JESSICA;HALL;JESSICA.HALL@sakilacustomer.org;1;30;2
27;SHIRLEY;ALLEN;SHIRLEY.ALLEN@sakilacustomer.org;1;31;2
28;CYNTHIA;YOUNG;CYNTHIA.YOUNG@sakilacustomer.org;1;32;1
29;ANGELA;HERNANDEZ;ANGELA.HERNANDEZ@sakilacustomer.org;1;33;2
30;MELISSA;KING;MELISSA.KING@sakilacustomer.org;1;34;1
31;BRENDA;WRIGHT;BRENDA.WRIGHT@sakilacustomer.org;1;35;2
32;AMY;LOPEZ;AMY.LOPEZ@sakilacustomer.org;1;36;1
33;ANNA;HILL;ANNA.HILL@sakilacustomer.org;1;37;2
34;REBECCA;SCOTT;REBECCA.SCOTT@sakilacustomer.org;1;38;2
35;VIRGINIA;GREEN;VIRGINIA.GREEN@sakilacustomer.org;1;39;2
36;KATHLEEN;ADAMS;KATHLEEN.ADAMS@sakilacustomer.org;1;40;2
37;PAMELA;BAKER;PAMELA.BAKER@sakilacustomer.org;1;41;1
38;MARTHA;GONZALEZ;MARTHA.GONZALEZ@sakilacustomer.org;1;42;1
39;DEBRA;NELSON;DEBRA.NELSON@sakilacustomer.org;1;43;1
40;AMANDA;CARTER;AMANDA.CARTER@sakilacustomer.org;1;44;2
41;STEPHANIE;MITCHELL;STEPHANIE.MITCHELL@sakilacustomer.org;1;45;1
42;CAROLYN;PEREZ;CAROLYN.PEREZ@sakilacustomer.org;1;46;2
43;CHRISTINE;ROBERTS;CHRISTINE.ROBERTS@sakilacustomer.org;1;47;2
44;MARIE;TURNER;MARIE.TURNER@sakilacustomer.org;1;48;1
45;JANET;PHILLIPS;JANET.PHILLIPS@sakilacustomer.org;1;49;1
46;CATHERINE;CAMPBELL;CATHERINE.CAMPBELL@sakilacustomer.org;1;50;2
47;FRANCES;PARKER;FRANCES.PARKER@sakilacustomer.org;1;51;1
48;ANN;EVANS;ANN.EVANS@sakilacustomer.org;1;52;1
49;JOYCE;EDWARDS;JOYCE.EDWARDS@sakilacustomer.org;1;53;2
50;DIANE;COLLINS;DIANE.COLLINS@sakilacustomer.org;1;54;1
51;ALICE;STEWART;ALICE.STEWART@sakilacustomer.org;1;55;1
52;JULIE;SANCHEZ;JULIE.SANCHEZ@sakilacustomer.org;1;56;1
53;HEATHER;MORRIS;HEATHER.MORRIS@sakilacustomer.org;1;57;1
54;TERESA;ROGERS;TERESA.ROGERS@sakilacustomer.org;1;58;1
55;DORIS;REED;DORIS.REED@sakilacustomer.org;1;59;2
56;GLORIA;COOK;GLORIA.COOK@sakilacustomer.org;1;60;1
57;EVELYN;MORGAN;EVELYN.MORGAN@sakilacustomer.org;1;61;2
58;JEAN;BELL;JEAN.BELL@sakilacustomer.org;1;62;1
59;CHERYL;MURPHY;CHERYL.MURPHY@sakilacustomer.org;1;63;1
60;MILDRED;BAILEY;MILDRED.BAILEY@sakilacustomer.org;1;64;1
61;KATHERINE;RIVERA;KATHERINE.RIVERA@sakilacustomer.org;1;65;2
62;JOAN;COOPER;JOAN.COOPER@sakilacustomer.org;1;66;1
63;ASHLEY;RICHARDSON;ASHLEY.RICHARDSON@sakilacustomer.org;1;67;1
64;JUDITH;COX;JUDITH.COX@sakilacustomer.org;0;68;2
65;ROSE;HOWARD;ROSE.HOWARD@sakilacustomer.org;1;69;2
66;JANICE;WARD;JANICE.WARD@sakilacustomer.org;1;70;2
67;KELLY;TORRES;KELLY.TORRES@sakilacustomer.org;1;71;1
68;NICOLE;PETERSON;NICOLE.PETERSON@sakilacustomer.org;1;72;1
69;JUDY;GRAY;JUDY.GRAY@sakilacustomer.org;1;73;2
70;CHRISTINA;RAMIREZ;CHRISTINA.RAMIREZ@sakilacustomer.org;1;74;2
71;KATHY;JAMES;KATHY.JAMES@sakilacustomer.org;1;75;1
72;THERESA;WATSON;THERESA.WATSON@sakilacustomer.org;1;76;2
73;BEVERLY;BROOKS;BEVERLY.BROOKS@sakilacustomer.org;1;77;2
74;DENISE;KELLY;DENISE.KELLY@sakilacustomer.org;1;78;1
75;TAMMY;SANDERS;TAMMY.SANDERS@sakilacustomer.org;1;79;2
76;IRENE;PRICE;IRENE.PRICE@sakilacustomer.org;1;80;2
77;JANE;BENNETT;JANE.BENNETT@sakilacustomer.org;1;81;2
78;LORI;WOOD;LORI.WOOD@sakilacustomer.org;1;82;1
79;RACHEL;BARNES;RACHEL.BARNES@sakilacustomer.org;1;83;1
80;MARILYN;ROSS;MARILYN.ROSS@sakilacustomer.org;1;84;1
81;ANDREA;HENDERSON;ANDREA.HENDERSON@sakilacustomer.org;1;85;1
82;KATHRYN;COLEMAN;KATHRYN.COLEMAN@sakilacustomer.org;1;86;1
83;LOUISE;JENKINS;LOUISE.JENKINS@sakilacustomer.org;1;87;1
84;SARA;PERRY;SARA.PERRY@sakilacustomer.org;1;88;2
85;ANNE;POWELL;ANNE.POWELL@sakilacustomer.org;1;89;2
86;JACQUELINE;LONG;JACQUELINE.LONG@sakilacustomer.org;1;90;2
87;WANDA;PATTERSON;WANDA.PATTERSON@sakilacustomer.org;1;91;1
88;BONNIE;HUGHES;BONNIE.HUGHES@sakilacustomer.org;1;92;2
89;JULIA;FLORES;JULIA.FLORES@sakilacustomer.org;1;93;1
90;RUBY;WASHINGTON;RUBY.WASHINGTON@sakilacustomer.org;1;94;2
91;LOIS;BUTLER;LOIS.BUTLER@sakilacustomer.org;1;95;2
92;TINA;SIMMONS;TINA.SIMMONS@sakilacustomer.org;1;96;2
93;PHYLLIS;FOSTER;PHYLLIS.FOSTER@sakilacustomer.org;1;97;1
94;NORMA;GONZALES;NORMA.GONZALES@sakilacustomer.org;1;98;1
95;PAULA;BRYANT;PAULA.BRYANT@sakilacustomer.org;1;99;2
96;DIANA;ALEXANDER;DIANA.ALEXANDER@sakilacustomer.org;1;100;1
97;ANNIE;RUSSELL;ANNIE.RUSSELL@sakilacustomer.org;1;101;2
98;LILLIAN;GRIFFIN;LILLIAN.GRIFFIN@sakilacustomer.org;1;102;1
99;EMILY;DIAZ;EMILY.DIAZ@sakilacustomer.org;1;103;2
100;ROBIN;HAYES;ROBIN.HAYES@sakilacustomer.org;1;104;1
101;PEGGY;MYERS;PEGGY.MYERS@sakilacustomer.org;1;105;1
102;CRYSTAL;FORD;CRYSTAL.FORD@sakilacustomer.org;1;106;1
103;GLADYS;HAMILTON;GLADYS.HAMILTON@sakilacustomer.org;1;107;1
104;RITA;GRAHAM;RITA.GRAHAM@sakilacustomer.org;1;108;1
105;DAWN;SULLIVAN;DAWN.SULLIVAN@sakilacustomer.org;1;109;1
106;CONNIE;WALLACE;CONNIE.WALLACE@sakilacustomer.org;1;110;1
107;FLORENCE;WOODS;FLORENCE.WOODS@sakilacustomer.org;1;111;1
108;TRACY;COLE;TRACY.COLE@sakilacustomer.org;1;112;1
109;EDNA;WEST;EDNA.WEST@sakilacustomer.org;1;113;2
110;TIFFANY;JORDAN;TIFFANY.JORDAN@sakilacustomer.org;1;114;2
111;CARMEN;OWENS;CARMEN.OWENS@sakilacustomer.org;1;115;1
112;ROSA;REYNOLDS;ROSA.REYNOLDS@sakilacustomer.org;1;116;2
113;CINDY;FISHER;CINDY.FISHER@sakilacustomer.org;1;117;2
114;GRACE;ELLIS;GRACE.ELLIS@sakilacustomer.org;1;118;2
115;WENDY;HARRISON;WENDY.HARRISON@sakilacustomer.org;1;119;1
116;VICTORIA;GIBSON;VICTORIA.GIBSON@sakilacustomer.org;1;120;1
117;EDITH;MCDONALD;EDITH.MCDONALD@sakilacustomer.org;1;121;1
118;KIM;CRUZ;KIM.CRUZ@sakilacustomer.org;1;122;1
119;SHERRY;MARSHALL;SHERRY.MARSHALL@sakilacustomer.org;1;123;1
120;SYLVIA;ORTIZ;SYLVIA.ORTIZ@sakilacustomer.org;1;124;2
121;JOSEPHINE;GOMEZ;JOSEPHINE.GOMEZ@sakilacustomer.org;1;125;1
122;THELMA;MURRAY;THELMA.MURRAY@sakilacustomer.org;1;126;1
123;SHANNON;FREEMAN;SHANNON.FREEMAN@sakilacustomer.org;1;127;2
124;SHEILA;WELLS;SHEILA.WELLS@sakilacustomer.org;0;128;1
125;ETHEL;WEBB;ETHEL.WEBB@sakilacustomer.org;1;129;1
126;ELLEN;SIMPSON;ELLEN.SIMPSON@sakilacustomer.org;1;130;1
127;ELAINE;STEVENS;ELAINE.STEVENS@sakilacustomer.org;1;131;2
128;MARJORIE;TUCKER;MARJORIE.TUCKER@sakilacustomer.org;1;132;1
129;CARRIE;PORTER;CARRIE.PORTER@sakilacustomer.org;1;133;1
130;CHARLOTTE;HUNTER;CHARLOTTE.HUNTER@sakilacustomer.org;1;134;1
131;MONICA;HICKS;MONICA.HICKS@sakilacustomer.org;1;135;2
132;ESTHER;CRAWFORD;ESTHER.CRAWFORD@sakilacustomer.org;1;136;2
133;PAULINE;HENRY;PAULINE.HENRY@sakilacustomer.org;1;137;1
134;EMMA;BOYD;EMMA.BOYD@sakilacustomer.org;1;138;1
135;JUANITA;MASON;JUANITA.MASON@sakilacustomer.org;1;139;2
136;ANITA;MORALES;ANITA.MORALES@sakilacustomer.org;1;140;2
137;RHONDA;KENNEDY;RHONDA.KENNEDY@sakilacustomer.org;1;141;2
138;HAZEL;WARREN;HAZEL.WARREN@sakilacustomer.org;1;142;1
139;AMBER;DIXON;AMBER.DIXON@sakilacustomer.org;1;143;1
140;EVA;RAMOS;EVA.RAMOS@sakilacustomer.org;1;144;1
141;DEBBIE;REYES;DEBBIE.REYES@sakilacustomer.org;1;145;1
142;APRIL;BURNS;APRIL.BURNS@sakilacustomer.org;1;146;1
143;LESLIE;GORDON;LESLIE.GORDON@sakilacustomer.org;1;147;1
144;CLARA;SHAW;CLARA.SHAW@sakilacustomer.org;1;148;1
145;LUCILLE;HOLMES;LUCILLE.HOLMES@sakilacustomer.org;1;149;1
146;JAMIE;RICE;JAMIE.RICE@sakilacustomer.org;1;150;1
147;JOANNE;ROBERTSON;JOANNE.ROBERTSON@sakilacustomer.org;1;151;2
148;ELEANOR;HUNT;ELEANOR.HUNT@sakilacustomer.org;1;152;1
149;VALERIE;BLACK;VALERIE.BLACK@sakilacustomer.org;1;153;1
150;DANIELLE;DANIELS;DANIELLE.DANIELS@sakilacustomer.org;1;154;2
151;MEGAN;PALMER;MEGAN.PALMER@sakilacustomer.org;1;155;2
152;ALICIA;MILLS;ALICIA.MILLS@sakilacustomer.org;1;156;1
153;SUZANNE;NICHOLS;SUZANNE.NICHOLS@sakilacustomer.org;1;157;2
154;MICHELE;GRANT;MICHELE.GRANT@sakilacustomer.org;1;158;2
155;GAIL;KNIGHT;GAIL.KNIGHT@sakilacustomer.org;1;159;1
156;BERTHA;FERGUSON;BERTHA.FERGUSON@sakilacustomer.org;1;160;1
157;DARLENE;ROSE;DARLENE.ROSE@sakilacustomer.org;1;161;2
158;VERONICA;STONE;VERONICA.STONE@sakilacustomer.org;1;162;1
159;JILL;HAWKINS;JILL.HAWKINS@sakilacustomer.org;1;163;1
160;ERIN;DUNN;ERIN.DUNN@sakilacustomer.org;1;164;2
161;GERALDINE;PERKINS;GERALDINE.PERKINS@sakilacustomer.org;1;165;1
162;LAUREN;HUDSON;LAUREN.HUDSON@sakilacustomer.org;1;166;2
163;CATHY;SPENCER;CATHY.SPENCER@sakilacustomer.org;1;167;1
164;JOANN;GARDNER;JOANN.GARDNER@sakilacustomer.org;1;168;2
165;LORRAINE;STEPHENS;LORRAINE.STEPHENS@sakilacustomer.org;1;169;2
166;LYNN;PAYNE;LYNN.PAYNE@sakilacustomer.org;1;170;1
167;SALLY;PIERCE;SALLY.PIERCE@sakilacustomer.org;1;171;2
168;REGINA;BERRY;REGINA.BERRY@sakilacustomer.org;1;172;1
169;ERICA;MATTHEWS;ERICA.MATTHEWS@sakilacustomer.org;0;173;2
170;BEATRICE;ARNOLD;BEATRICE.ARNOLD@sakilacustomer.org;1;174;1
171;DOLORES;WAGNER;DOLORES.WAGNER@sakilacustomer.org;1;175;2
172;BERNICE;WILLIS;BERNICE.WILLIS@sakilacustomer.org;1;176;1
173;AUDREY;RAY;AUDREY.RAY@sakilacustomer.org;1;177;1
174;YVONNE;WATKINS;YVONNE.WATKINS@sakilacustomer.org;1;178;2
175;ANNETTE;OLSON;ANNETTE.OLSON@sakilacustomer.org;1;179;1
176;JUNE;CARROLL;JUNE.CARROLL@sakilacustomer.org;1;180;1
177;SAMANTHA;DUNCAN;SAMANTHA.DUNCAN@sakilacustomer.org;1;181;2
178;MARION;SNYDER;MARION.SNYDER@sakilacustomer.org;1;182;2
179;DANA;HART;DANA.HART@sakilacustomer.org;1;183;1
180;STACY;CUNNINGHAM;STACY.CUNNINGHAM@sakilacustomer.org;1;184;2
181;ANA;BRADLEY;ANA.BRADLEY@sakilacustomer.org;1;185;2
182;RENEE;LANE;RENEE.LANE@sakilacustomer.org;1;186;1
183;IDA;ANDREWS;IDA.ANDREWS@sakilacustomer.org;1;187;2
184;VIVIAN;RUIZ;VIVIAN.RUIZ@sakilacustomer.org;1;188;1
185;ROBERTA;HARPER;ROBERTA.HARPER@sakilacustomer.org;1;189;1
186;HOLLY;FOX;HOLLY.FOX@sakilacustomer.org;1;190;2
187;BRITTANY;RILEY;BRITTANY.RILEY@sakilacustomer.org;1;191;2
188;MELANIE;ARMSTRONG;MELANIE.ARMSTRONG@sakilacustomer.org;1;192;1
189;LORETTA;CARPENTER;LORETTA.CARPENTER@sakilacustomer.org;1;193;1
190;YOLANDA;WEAVER;YOLANDA.WEAVER@sakilacustomer.org;1;194;2
191;JEANETTE;GREENE;JEANETTE.GREENE@sakilacustomer.org;1;195;1
192;LAURIE;LAWRENCE;LAURIE.LAWRENCE@sakilacustomer.org;1;196;1
193;KATIE;ELLIOTT;KATIE.ELLIOTT@sakilacustomer.org;1;197;2
194;KRISTEN;CHAVEZ;KRISTEN.CHAVEZ@sakilacustomer.org;1;198;2
195;VANESSA;SIMS;VANESSA.SIMS@sakilacustomer.org;1;199;1
196;ALMA;AUSTIN;ALMA.AUSTIN@sakilacustomer.org;1;200;1
197;SUE;PETERS;SUE.PETERS@sakilacustomer.org;1;201;2
198;ELSIE;KELLEY;ELSIE.KELLEY@sakilacustomer.org;1;202;2
199;BETH;FRANKLIN;BETH.FRANKLIN@sakilacustomer.org;1;203;2
200;JEANNE;LAWSON;JEANNE.LAWSON@sakilacustomer.org;1;204;2
201;VICKI;FIELDS;VICKI.FIELDS@sakilacustomer.org;1;205;1
202;CARLA;GUTIERREZ;CARLA.GUTIERREZ@sakilacustomer.org;1;206;2
203;TARA;RYAN;TARA.RYAN@sakilacustomer.org;1;207;1
204;ROSEMARY;SCHMIDT;ROSEMARY.SCHMIDT@sakilacustomer.org;1;208;1
205;EILEEN;CARR;EILEEN.CARR@sakilacustomer.org;1;209;2
206;TERRI;VASQUEZ;TERRI.VASQUEZ@sakilacustomer.org;1;210;1
207;GERTRUDE;CASTILLO;GERTRUDE.CASTILLO@sakilacustomer.org;1;211;1
208;LUCY;WHEELER;LUCY.WHEELER@sakilacustomer.org;1;212;1
209;TONYA;CHAPMAN;TONYA.CHAPMAN@sakilacustomer.org;1;213;2
210;ELLA;OLIVER;ELLA.OLIVER@sakilacustomer.org;1;214;2
211;STACEY;MONTGOMERY;STACEY.MONTGOMERY@sakilacustomer.org;1;215;1
